,date,source,pos,proportion
1071,2010-07-26,oba,ADV,0.07317073170731707
1072,2010-07-26,nyt,PRON,0.06424156449488297
1073,2010-07-26,nyt,NUM,0.0550714358090992
1074,2010-07-26,nyt,DET,0.06343094538453745
1075,2010-07-26,nyt,VERB,0.06469753774445232
1076,2010-07-26,nyt,AUX,0.06429222818927956
1077,2010-07-26,nyt,PUNCT,0.06474820143884892
1078,2010-07-26,nyt,CCONJ,0.0637855912453136
1079,2010-07-26,nyt,INTJ,0.06414023710608978
1080,2010-07-26,nyt,NOUN,0.06353227277333064
1081,2010-07-26,nyt,ADP,0.06338028169014084
1082,2010-07-26,nyt,ADJ,0.06398824602289999
1083,2010-07-26,nyt,PROPN,0.06464687405005573
1084,2010-07-26,nyt,SCONJ,0.06383625493971021
1085,2010-07-26,nyt,PART,0.06186037085824298
1086,2010-07-26,nyt,SYM,0.049954402675043065
1087,2010-07-26,nyt,ADV,0.06439355557807275
1088,2010-07-26,wsj,PRON,0.0704966049793636
1089,2010-07-26,wsj,NUM,0.06510451338037546
1090,2010-07-26,wsj,DET,0.07262681400612435
1091,2010-07-26,wsj,VERB,0.07282652110238318
1092,2010-07-26,wsj,AUX,0.07242710690986554
1093,2010-07-26,wsj,PUNCT,0.07302622819864199
1094,2010-07-26,wsj,CCONJ,0.06770070563174012
1095,2010-07-26,wsj,INTJ,0.0
1096,2010-07-26,wsj,NOUN,0.07269338303821063
1097,2010-07-26,wsj,ADP,0.07289309013446944
1098,2010-07-26,wsj,ADJ,0.07196112368526161
1099,2010-07-26,wsj,PROPN,0.07295965916655572
1100,2010-07-26,wsj,SCONJ,0.07142857142857142
1101,2010-07-26,wsj,PART,0.07236053787777925
1102,2010-07-26,wsj,SYM,0.0
1103,2010-07-26,wsj,ADV,0.0714951404606577
1104,2010-08-31,oba,PRON,0.07211961301671065
1105,2010-08-31,oba,NUM,0.0675964317125267
1106,2010-08-31,oba,DET,0.07204422666164091
1107,2010-08-31,oba,VERB,0.07209448423168739
1108,2010-08-31,oba,AUX,0.07179293881140847
1109,2010-08-31,oba,PUNCT,0.07214474180173389
1110,2010-08-31,oba,CCONJ,0.07201909787661767
1111,2010-08-31,oba,INTJ,0.0
1112,2010-08-31,oba,NOUN,0.07146626460610629
1113,2010-08-31,oba,ADP,0.07194371152154794
1114,2010-08-31,oba,ADJ,0.07189345395150144
1115,2010-08-31,oba,PROPN,0.07196884030657118
1116,2010-08-31,oba,SCONJ,0.07129036311094358
1117,2010-08-31,oba,PART,0.07010931021485112
1118,2010-08-31,oba,SYM,0.0
1119,2010-08-31,oba,ADV,0.07151652217615279
1120,2010-08-31,nyt,PRON,0.06546506453048509
1121,2010-08-31,nyt,NUM,0.05923453493546951
1122,2010-08-31,nyt,DET,0.06746773475745438
1123,2010-08-31,nyt,VERB,0.0671562082777036
1124,2010-08-31,nyt,AUX,0.06435246995994659
1125,2010-08-31,nyt,PUNCT,0.06769025367156209
1126,2010-08-31,nyt,CCONJ,0.06586559857587895
1127,2010-08-31,nyt,INTJ,0.025367156208277702
1128,2010-08-31,nyt,NOUN,0.0673787271918113
1129,2010-08-31,nyt,ADP,0.067601246105919
1130,2010-08-31,nyt,ADJ,0.06751223854027592
1131,2010-08-31,nyt,PROPN,0.06764574988874054
1132,2010-08-31,nyt,SCONJ,0.06461949265687583
1133,2010-08-31,nyt,PART,0.06599910992434357
1134,2010-08-31,nyt,SYM,0.05037828215398309
1135,2010-08-31,nyt,ADV,0.0662661326212728
1136,2010-08-31,wsj,PRON,0.06792781987679224
1137,2010-08-31,wsj,NUM,0.06133129804285013
1138,2010-08-31,wsj,DET,0.0680913700049065
1139,2010-08-31,wsj,VERB,0.06776426974867797
1140,2010-08-31,wsj,AUX,0.06798233658616366
1141,2010-08-31,wsj,PUNCT,0.06869105380799215
1142,2010-08-31,wsj,CCONJ,0.06841847026113504
1143,2010-08-31,wsj,INTJ,0.0
1144,2010-08-31,wsj,NOUN,0.0685820203892493
1145,2010-08-31,wsj,ADP,0.06820040342364934
1146,2010-08-31,wsj,ADJ,0.06825492013302077
1147,2010-08-31,wsj,PROPN,0.06770975303930654
1148,2010-08-31,wsj,SCONJ,0.06345744970833561
1149,2010-08-31,wsj,PART,0.06803685329553508
1150,2010-08-31,wsj,SYM,0.06138581475222155
1151,2010-08-31,wsj,ADV,0.0641661669301641
1152,2010-11-02,oba,PRON,0.06969287883901451
1153,2010-11-02,oba,NUM,0.05326808414894814
1154,2010-11-02,oba,DET,0.06980537743278209
1155,2010-11-02,oba,VERB,0.0697491281358983
1156,2010-11-02,oba,AUX,0.06879289008887389
1157,2010-11-02,oba,PUNCT,0.06991787602654967
1158,2010-11-02,oba,CCONJ,0.06817414782315222
1159,2010-11-02,oba,INTJ,0.04927438407019912
1160,2010-11-02,oba,NOUN,0.06986162672966588
1161,2010-11-02,oba,ADP,0.06946788165147935
1162,2010-11-02,oba,ADJ,0.06924288446394421
1163,2010-11-02,oba,PROPN,0.06704916188547644
1164,2010-11-02,oba,SCONJ,0.06868039149510631
1165,2010-11-02,oba,PART,0.06761165485431432
1166,2010-11-02,oba,SYM,0.0
1167,2010-11-02,oba,ADV,0.06941163235459556
1168,2010-11-02,nyt,PRON,0.07191702758149077
1169,2010-11-02,nyt,NUM,0.058525188055618876
1170,2010-11-02,nyt,DET,0.07123318896740369
1171,2010-11-02,nyt,VERB,0.07197401413266469
1172,2010-11-02,nyt,AUX,0.07208798723501254
1173,2010-11-02,nyt,PUNCT,0.07248689309323
1174,2010-11-02,nyt,CCONJ,0.07015044449509916
1175,2010-11-02,nyt,INTJ,0.0
1176,2010-11-02,nyt,NOUN,0.07242990654205607
1177,2010-11-02,nyt,ADP,0.07237291999088215
1178,2010-11-02,nyt,ADJ,0.07231593343970823
1179,2010-11-02,nyt,PROPN,0.07157510827444723
1180,2010-11-02,nyt,SCONJ,0.06610439936175062
1181,2010-11-02,nyt,PART,0.07203100068383861
1182,2010-11-02,nyt,SYM,0.0
1183,2010-11-02,nyt,ADV,0.06940961932983816
1184,2010-11-02,wsj,PRON,0.07082344967807523
1185,2010-11-02,wsj,NUM,0.05461425505478369
1186,2010-11-02,wsj,DET,0.07099288376821417
1187,2010-11-02,wsj,VERB,0.07121879588839941
1188,2010-11-02,wsj,AUX,0.07087992770812154
1189,2010-11-02,wsj,PUNCT,0.07138822997853835
1190,2010-11-02,wsj,CCONJ,0.07076697164802892
1191,2010-11-02,wsj,INTJ,0.0
1192,2010-11-02,wsj,NOUN,0.07104936179826048
1193,2010-11-02,wsj,ADP,0.06997627922738055
1194,2010-11-02,wsj,ADJ,0.07059753755788999
1195,2010-11-02,wsj,PROPN,0.07133175194849203
1196,2010-11-02,wsj,SCONJ,0.06777363605557438
1197,2010-11-02,wsj,PART,0.06376369592228623
1198,2010-11-02,wsj,SYM,0.038913362701908955
1199,2010-11-02,wsj,ADV,0.06590986106404609
1200,2011-01-08,oba,PRON,0.06037878074060115
1201,2011-01-08,oba,NUM,0.058060868745877695
1202,2011-01-08,oba,DET,0.06041647036653161
1203,2011-01-08,oba,VERB,0.060397625553566384
1204,2011-01-08,oba,AUX,0.060359935927635916
1205,2011-01-08,oba,PUNCT,0.060510694431357766
1206,2011-01-08,oba,CCONJ,0.06034109111467069
1207,2011-01-08,oba,INTJ,0.058023179119947234
1208,2011-01-08,oba,NOUN,0.06030340148874022
1209,2011-01-08,oba,ADP,0.060473004805427305
1210,2011-01-08,oba,ADJ,0.060435315179496844
1211,2011-01-08,oba,PROPN,0.06049184961839254
1212,2011-01-08,oba,SCONJ,0.05960614340902667
1213,2011-01-08,oba,PART,0.05728823141430321
1214,2011-01-08,oba,SYM,0.05911617827193065
1215,2011-01-08,oba,ADV,0.059719212286818056
1216,2011-01-08,nyt,PRON,0.07068037200195791
1217,2011-01-08,nyt,NUM,0.07051721324849078
1218,2011-01-08,nyt,DET,0.07058247674987764
1219,2011-01-08,nyt,VERB,0.07077826725403819
1220,2011-01-08,nyt,AUX,0.07071300375265133
1221,2011-01-08,nyt,PUNCT,0.07090879425681187
1222,2011-01-08,nyt,CCONJ,0.0689508892152064
1223,2011-01-08,nyt,INTJ,0.015793767335617555
1224,2011-01-08,nyt,NOUN,0.07084353075542503
1225,2011-01-08,nyt,ADP,0.0708108990047316
1226,2011-01-08,nyt,ADJ,0.07061510850057105
1227,2011-01-08,nyt,PROPN,0.06992984173600914
1228,2011-01-08,nyt,SCONJ,0.06829825420133791
1229,2011-01-08,nyt,PART,0.07032142274433023
1230,2011-01-08,nyt,SYM,0.0
1231,2011-01-08,nyt,ADV,0.07025615924294339
1232,2011-01-08,wsj,PRON,0.06729236762882947
1233,2011-01-08,wsj,NUM,0.059323534620152295
1234,2011-01-08,wsj,DET,0.07393306180272712
1235,2011-01-08,wsj,VERB,0.0734903488578006
1236,2011-01-08,wsj,AUX,0.06738091021781477
1237,2011-01-08,wsj,PUNCT,0.07428723215866832
1238,2011-01-08,wsj,CCONJ,0.07375597662475651
1239,2011-01-08,wsj,INTJ,0.0
1240,2011-01-08,wsj,NOUN,0.07419868956968302
1241,2011-01-08,wsj,ADP,0.07384451921374181
1242,2011-01-08,wsj,ADJ,0.07357889144678591
1243,2011-01-08,wsj,PROPN,0.07154241190012396
1244,2011-01-08,wsj,SCONJ,0.07411014698069772
1245,2011-01-08,wsj,PART,0.07083407118824155
1246,2011-01-08,wsj,SYM,0.0
1247,2011-01-08,wsj,ADV,0.07242783778997698
1248,2011-01-26,oba,PRON,0.0612181993143682
1249,2011-01-26,oba,NUM,0.06095507307391592
1250,2011-01-26,oba,DET,0.0612633066698743
1251,2011-01-26,oba,VERB,0.06125578877728995
1252,2011-01-26,oba,AUX,0.06124075299212125
1253,2011-01-26,oba,PUNCT,0.06130089613279605
1254,2011-01-26,oba,CCONJ,0.061233235099536897
1255,2011-01-26,oba,INTJ,0.060601732122451436
1256,2011-01-26,oba,NOUN,0.06114302038852469
1257,2011-01-26,oba,ADP,0.061285860347627355
1258,2011-01-26,oba,ADJ,0.06127082456245865
1259,2011-01-26,oba,PROPN,0.06129337824021171
1260,2011-01-26,oba,SCONJ,0.060594214229867084
1261,2011-01-26,oba,PART,0.06069194683346364
1262,2011-01-26,oba,SYM,0.06119564563661514
1263,2011-01-26,oba,ADV,0.06109039514043423
1264,2011-01-26,nyt,PRON,0.06490299823633157
1265,2011-01-26,nyt,NUM,0.06086615716245346
1266,2011-01-26,nyt,DET,0.06466784244562022
1267,2011-01-26,nyt,VERB,0.06439349402312365
1268,2011-01-26,nyt,AUX,0.064628649813835
1269,2011-01-26,nyt,PUNCT,0.06525573192239859
1270,2011-01-26,nyt,CCONJ,0.0650989613952577
1271,2011-01-26,nyt,INTJ,0.045071526553008036
1272,2011-01-26,nyt,NOUN,0.06517734665882814
1273,2011-01-26,nyt,ADP,0.06502057613168724
1274,2011-01-26,nyt,ADJ,0.06513815402704291
1275,2011-01-26,nyt,PROPN,0.06392318244170096
1276,2011-01-26,nyt,SCONJ,0.06431510875955321
1277,2011-01-26,nyt,PART,0.05922006662747403
1278,2011-01-26,nyt,SYM,0.05737801293356849
1279,2011-01-26,nyt,ADV,0.0649421908681168
1280,2011-01-26,wsj,PRON,0.06643938134042907
1281,2011-01-26,wsj,NUM,0.06477631797771495
1282,2011-01-26,wsj,DET,0.0674787959421254
1283,2011-01-26,wsj,VERB,0.06718775985365043
1284,2011-01-26,wsj,AUX,0.06627307500415766
1285,2011-01-26,wsj,PUNCT,0.0675619491102611
1286,2011-01-26,wsj,CCONJ,0.06706303010144686
1287,2011-01-26,wsj,INTJ,0.0
1288,2011-01-26,wsj,NOUN,0.06752037252619325
1289,2011-01-26,wsj,ADP,0.06743721935805755
1290,2011-01-26,wsj,ADJ,0.06668884084483619
1291,2011-01-26,wsj,PROPN,0.06739564277398968
1292,2011-01-26,wsj,SCONJ,0.06618992183602196
1293,2011-01-26,wsj,PART,0.06714618326958258
1294,2011-01-26,wsj,SYM,0.06469316480957925
1295,2011-01-26,wsj,ADV,0.0661483452519541
1296,2011-01-31,oba,PRON,0.07066848567530695
1297,2011-01-31,oba,NUM,0.034743065029558894
1298,2011-01-31,oba,DET,0.0702137335152342
1299,2011-01-31,oba,VERB,0.07057753524329241
1300,2011-01-31,oba,AUX,0.06693951796271032
1301,2011-01-31,oba,PUNCT,0.07094133697135062
1302,2011-01-31,oba,CCONJ,0.06957708049113233
1303,2011-01-31,oba,INTJ,0.0
1304,2011-01-31,oba,NOUN,0.0703956343792633
1305,2011-01-31,oba,ADP,0.07012278308321965
1306,2011-01-31,oba,ADJ,0.07030468394724874
1307,2011-01-31,oba,PROPN,0.06730331969076853
1308,2011-01-31,oba,SCONJ,0.06311959981809914
1309,2011-01-31,oba,PART,0.06766712141882673
1310,2011-01-31,oba,SYM,0.06657571623465211
1311,2011-01-31,oba,ADV,0.07085038653933606
1312,2011-01-31,nyt,PRON,0.06916814159292035
1313,2011-01-31,nyt,NUM,0.06930973451327434
1314,2011-01-31,nyt,DET,0.06902654867256637
1315,2011-01-31,nyt,VERB,0.06920353982300885
1316,2011-01-31,nyt,AUX,0.06927433628318584
1317,2011-01-31,nyt,PUNCT,0.06941592920353983
1318,2011-01-31,nyt,CCONJ,0.06796460176991151
1319,2011-01-31,nyt,INTJ,0.03709734513274336
1320,2011-01-31,nyt,NOUN,0.06934513274336283
1321,2011-01-31,nyt,ADP,0.0688141592920354
1322,2011-01-31,nyt,ADJ,0.06906194690265487
1323,2011-01-31,nyt,PROPN,0.06884955752212389
1324,2011-01-31,nyt,SCONJ,0.06707964601769911
1325,2011-01-31,nyt,PART,0.06923893805309735
1326,2011-01-31,nyt,SYM,0.0
1327,2011-01-31,nyt,ADV,0.0671504424778761
1328,2011-01-31,wsj,PRON,0.06594194242026043
1329,2011-01-31,wsj,NUM,0.06277625134392546
1330,2011-01-31,wsj,DET,0.06797276311073945
1331,2011-01-31,wsj,VERB,0.06851033329351332
1332,2011-01-31,wsj,AUX,0.06773384302950664
1333,2011-01-31,wsj,PUNCT,0.06874925337474615
1334,2011-01-31,wsj,CCONJ,0.06767411300919843
1335,2011-01-31,wsj,INTJ,0.0
1336,2011-01-31,wsj,NOUN,0.06868952335443794
1337,2011-01-31,wsj,ADP,0.06862979333412973
1338,2011-01-31,wsj,ADJ,0.06815195317166407
1339,2011-01-31,wsj,PROPN,0.06827141321228049
1340,2011-01-31,wsj,SCONJ,0.06701708278580815
1341,2011-01-31,wsj,PART,0.06845060327320511
1342,2011-01-31,wsj,SYM,0.05304025803368773
1343,2011-01-31,wsj,ADV,0.0683908732528969
1344,2011-02-19,oba,PRON,0.06640561644153016
1345,2011-02-19,oba,NUM,0.06003382840195556
1346,2011-02-19,oba,DET,0.06610440464329571
1347,2011-02-19,oba,VERB,0.06638244630320443
1348,2011-02-19,oba,AUX,0.06603489422831854
1349,2011-02-19,oba,PUNCT,0.06642878657985588
1350,2011-02-19,oba,CCONJ,0.06615074491994717
1351,2011-02-19,oba,INTJ,0.03568201302161774
1352,2011-02-19,oba,NOUN,0.06631293588822726
1353,2011-02-19,oba,ADP,0.06608123450497
1354,2011-02-19,oba,ADJ,0.06501540814198661
1355,2011-02-19,oba,PROPN,0.0663592761648787
1356,2011-02-19,oba,SCONJ,0.06487638731203225
1357,2011-02-19,oba,PART,0.06406543247063184
1358,2011-02-19,oba,SYM,0.04786950578094951
1359,2011-02-19,oba,ADV,0.06619708519659863
1360,2011-02-19,nyt,PRON,0.0
1361,2011-02-19,nyt,NUM,0.024390243902439025
1362,2011-02-19,nyt,DET,0.09878048780487805
1363,2011-02-19,nyt,VERB,0.1024390243902439
1364,2011-02-19,nyt,AUX,0.0951219512195122
1365,2011-02-19,nyt,PUNCT,0.10975609756097561
1366,2011-02-19,nyt,CCONJ,0.046341463414634146
1367,2011-02-19,nyt,INTJ,0.0
1368,2011-02-19,nyt,NOUN,0.10365853658536585
1369,2011-02-19,nyt,ADP,0.1048780487804878
1370,2011-02-19,nyt,ADJ,0.09146341463414634
1371,2011-02-19,nyt,PROPN,0.10853658536585366
1372,2011-02-19,nyt,SCONJ,0.0
1373,2011-02-19,nyt,PART,0.10121951219512196
1374,2011-02-19,nyt,SYM,0.013414634146341463
1375,2011-02-19,nyt,ADV,0.0
1376,2011-02-19,wsj,PRON,0.06085328340243413
1377,2011-02-19,wsj,NUM,0.06914537916276582
1378,2011-02-19,wsj,DET,0.06834291828273371
1379,2011-02-19,wsj,VERB,0.06954660960278186
1380,2011-02-19,wsj,AUX,0.06874414872274977
1381,2011-02-19,wsj,PUNCT,0.06968035308278721
1382,2011-02-19,wsj,CCONJ,0.06861040524274442
1383,2011-02-19,wsj,INTJ,0.0
1384,2011-02-19,wsj,NOUN,0.06847666176273906
1385,2011-02-19,wsj,ADP,0.06901163568276046
1386,2011-02-19,wsj,ADJ,0.06673799652266953
1387,2011-02-19,wsj,PROPN,0.06941286612277651
1388,2011-02-19,wsj,SCONJ,0.057242209442289686
1389,2011-02-19,wsj,PART,0.06807543132272302
1390,2011-02-19,wsj,SYM,0.062324461682492976
1391,2011-02-19,wsj,ADV,0.06379563996255183
1392,2011-05-02,oba,PRON,0.07167646106149646
1393,2011-05-02,oba,NUM,0.07070473370043033
1394,2011-05-02,oba,DET,0.0719540974503725
1395,2011-05-02,oba,VERB,0.07190782471889316
1396,2011-05-02,oba,AUX,0.07181527925593448
1397,2011-05-02,oba,PUNCT,0.07218546110776919
1398,2011-05-02,oba,CCONJ,0.07176900652445514
1399,2011-05-02,oba,INTJ,0.0
1400,2011-05-02,oba,NOUN,0.07121373374670306
1401,2011-05-02,oba,ADP,0.07209291564481052
1402,2011-05-02,oba,ADJ,0.07200037018185183
1403,2011-05-02,oba,PROPN,0.07213918837628985
1404,2011-05-02,oba,SCONJ,0.07047337004303364
1405,2011-05-02,oba,PART,0.07001064272824024
1406,2011-05-02,oba,SYM,0.0
1407,2011-05-02,oba,ADV,0.0700569154597196
1408,2011-05-02,nyt,PRON,0.06936559640142702
1409,2011-05-02,nyt,NUM,0.06316116022956414
1410,2011-05-02,nyt,DET,0.0693345742205677
1411,2011-05-02,nyt,VERB,0.06939661858228634
1412,2011-05-02,nyt,AUX,0.06924150767798977
1413,2011-05-02,nyt,PUNCT,0.06961377384830153
1414,2011-05-02,nyt,CCONJ,0.06948968512486428
1415,2011-05-02,nyt,INTJ,0.03862261516984644
1416,2011-05-02,nyt,NOUN,0.0695517294865829
1417,2011-05-02,nyt,ADP,0.06942764076314564
1418,2011-05-02,nyt,ADJ,0.06952070730572359
1419,2011-05-02,nyt,PROPN,0.06883821932681868
1420,2011-05-02,nyt,SCONJ,0.06731813246471227
1421,2011-05-02,nyt,PART,0.06800062044361718
1422,2011-05-02,nyt,SYM,0.0
1423,2011-05-02,nyt,ADV,0.0691174189545525
1424,2011-05-02,wsj,PRON,0.07226361031518624
1425,2011-05-02,wsj,NUM,0.07094555873925501
1426,2011-05-02,wsj,DET,0.07249283667621777
1427,2011-05-02,wsj,VERB,0.07220630372492837
1428,2011-05-02,wsj,AUX,0.07088825214899713
1429,2011-05-02,wsj,PUNCT,0.0726647564469914
1430,2011-05-02,wsj,CCONJ,0.07209169054441261
1431,2011-05-02,wsj,INTJ,0.0
1432,2011-05-02,wsj,NOUN,0.07255014326647564
1433,2011-05-02,wsj,ADP,0.07243553008595989
1434,2011-05-02,wsj,ADJ,0.06951289398280802
1435,2011-05-02,wsj,PROPN,0.06899713467048711
1436,2011-05-02,wsj,SCONJ,0.0701432664756447
1437,2011-05-02,wsj,PART,0.0704297994269341
1438,2011-05-02,wsj,SYM,0.0
1439,2011-05-02,wsj,ADV,0.07237822349570201
1440,2011-05-23,oba,PRON,0.06574990832416575
1441,2011-05-23,oba,NUM,0.05485881921525486
1442,2011-05-23,oba,DET,0.06549321598826549
1443,2011-05-23,oba,VERB,0.06571323799046572
1444,2011-05-23,oba,AUX,0.06490649064906491
1445,2011-05-23,oba,PUNCT,0.06578657865786579
1446,2011-05-23,oba,CCONJ,0.06538320498716538
1447,2011-05-23,oba,INTJ,0.06351301796846351
1448,2011-05-23,oba,NOUN,0.06505317198386505
1449,2011-05-23,oba,ADP,0.0656032269893656
1450,2011-05-23,oba,ADJ,0.06552988632196553
1451,2011-05-23,oba,PROPN,0.06563989732306565
1452,2011-05-23,oba,SCONJ,0.06358635863586358
1453,2011-05-23,oba,PART,0.06145947928126146
1454,2011-05-23,oba,SYM,0.03656032269893656
1455,2011-05-23,oba,ADV,0.06516318298496517
1456,2011-05-23,nyt,PRON,0.07154120673914847
1457,2011-05-23,nyt,NUM,0.07187318449663872
1458,2011-05-23,nyt,DET,0.07295211220848204
1459,2011-05-23,nyt,VERB,0.07278612332973691
1460,2011-05-23,nyt,AUX,0.07270312889036434
1461,2011-05-23,nyt,PUNCT,0.07320109552659972
1462,2011-05-23,nyt,CCONJ,0.07179019005726617
1463,2011-05-23,nyt,INTJ,0.0
1464,2011-05-23,nyt,NOUN,0.07303510664785459
1465,2011-05-23,nyt,ADP,0.07286911776910947
1466,2011-05-23,nyt,ADJ,0.0703792845879326
1467,2011-05-23,nyt,PROPN,0.06888538467922649
1468,2011-05-23,nyt,SCONJ,0.07004730683044236
1469,2011-05-23,nyt,PART,0.06589758486181425
1470,2011-05-23,nyt,SYM,0.0
1471,2011-05-23,nyt,ADV,0.07203917337538385
1472,2011-05-23,wsj,PRON,0.07221458046767538
1473,2011-05-23,wsj,NUM,0.06900504355800091
1474,2011-05-23,wsj,DET,0.0712975699220541
1475,2011-05-23,wsj,VERB,0.07198532783127005
1476,2011-05-23,wsj,AUX,0.07229099801314381
1477,2011-05-23,wsj,PUNCT,0.07259666819501757
1478,2011-05-23,wsj,CCONJ,0.06946354883081156
1479,2011-05-23,wsj,INTJ,0.0
1480,2011-05-23,wsj,NOUN,0.07152682255845942
1481,2011-05-23,wsj,ADP,0.07122115237658566
1482,2011-05-23,wsj,ADJ,0.0724438331040807
1483,2011-05-23,wsj,PROPN,0.07145040501299098
1484,2011-05-23,wsj,SCONJ,0.0716796576493963
1485,2011-05-23,wsj,PART,0.07045697692190127
1486,2011-05-23,wsj,SYM,0.0
1487,2011-05-23,wsj,ADV,0.07236741555861226
1488,2011-06-23,oba,PRON,0.07073353293413173
1489,2011-06-23,oba,NUM,0.06689745508982035
1490,2011-06-23,oba,DET,0.07095184630738523
1491,2011-06-23,oba,VERB,0.07092065868263472
1492,2011-06-23,oba,AUX,0.07085828343313373
1493,2011-06-23,oba,PUNCT,0.07110778443113773
1494,2011-06-23,oba,CCONJ,0.07082709580838323
1495,2011-06-23,oba,INTJ,0.0
1496,2011-06-23,oba,NOUN,0.07076472055888224
1497,2011-06-23,oba,ADP,0.07104540918163672
1498,2011-06-23,oba,ADJ,0.07098303393213573
1499,2011-06-23,oba,PROPN,0.07107659680638723
1500,2011-06-23,oba,SCONJ,0.07020334331337326
1501,2011-06-23,oba,PART,0.06833208582834331
1502,2011-06-23,oba,SYM,0.01649825349301397
1503,2011-06-23,oba,ADV,0.0687999001996008
1504,2011-06-23,nyt,PRON,0.06879334257975035
1505,2011-06-23,nyt,NUM,0.06301433194637078
1506,2011-06-23,nyt,DET,0.06851595006934813
1507,2011-06-23,nyt,VERB,0.06907073509015256
1508,2011-06-23,nyt,AUX,0.0686084142394822
1509,2011-06-23,nyt,PUNCT,0.0691169671752196
1510,2011-06-23,nyt,CCONJ,0.06657420249653259
1511,2011-06-23,nyt,INTJ,0.0
1512,2011-06-23,nyt,NOUN,0.06856218215441516
1513,2011-06-23,nyt,ADP,0.06874711049468331
1514,2011-06-23,nyt,ADJ,0.06883957466481738
1515,2011-06-23,nyt,PROPN,0.06902450300508553
1516,2011-06-23,nyt,SCONJ,0.06833102172907998
1517,2011-06-23,nyt,PART,0.06796116504854369
1518,2011-06-23,nyt,SYM,0.04752658344891355
1519,2011-06-23,nyt,ADV,0.06731391585760518
1520,2011-06-23,wsj,PRON,0.06508081732235438
1521,2011-06-23,wsj,NUM,0.06867947544983227
1522,2011-06-23,wsj,DET,0.0686184812442818
1523,2011-06-23,wsj,VERB,0.0679475449832266
1524,2011-06-23,wsj,AUX,0.06739859713327234
1525,2011-06-23,wsj,PUNCT,0.06892345227203416
1526,2011-06-23,wsj,CCONJ,0.058493443122903326
1527,2011-06-23,wsj,INTJ,0.0
1528,2011-06-23,wsj,NOUN,0.06886245806648368
1529,2011-06-23,wsj,ADP,0.0688014638609332
1530,2011-06-23,wsj,ADJ,0.06819152180542848
1531,2011-06-23,wsj,PROPN,0.06843549862763038
1532,2011-06-23,wsj,SCONJ,0.06599573040561146
1533,2011-06-23,wsj,PART,0.06660567246111619
1534,2011-06-23,wsj,SYM,0.0598963098505642
1535,2011-06-23,wsj,ADV,0.06806953339432754
1536,2011-07-26,oba,PRON,0.06373391092190106
1537,2011-07-26,oba,NUM,0.06353474245027012
1538,2011-07-26,oba,DET,0.06388328727562427
1539,2011-07-26,oba,VERB,0.0638583912166704
1540,2011-07-26,oba,AUX,0.06380859909876267
1541,2011-07-26,oba,PUNCT,0.0640077675703936
1542,2011-07-26,oba,CCONJ,0.06378370303980879
1543,2011-07-26,oba,INTJ,0.05930241242811263
1544,2011-07-26,oba,NOUN,0.06355963850922398
1545,2011-07-26,oba,ADP,0.06395797545248587
1546,2011-07-26,oba,ADJ,0.06390818333457814
1547,2011-07-26,oba,PROPN,0.06398287151143973
1548,2011-07-26,oba,SCONJ,0.06336047003759306
1549,2011-07-26,oba,PART,0.06298702915328504
1550,2011-07-26,oba,SYM,0.04884606766748824
1551,2011-07-26,oba,ADV,0.06348495033236239
1552,2011-07-26,nyt,PRON,0.06646175551748464
1553,2011-07-26,nyt,NUM,0.06681447143001108
1554,2011-07-26,nyt,DET,0.06862843898014713
1555,2011-07-26,nyt,VERB,0.06852766300513957
1556,2011-07-26,nyt,AUX,0.06595787564244684
1557,2011-07-26,nyt,PUNCT,0.06872921495515469
1558,2011-07-26,nyt,CCONJ,0.0665625314924922
1559,2011-07-26,nyt,INTJ,0.0
1560,2011-07-26,nyt,NOUN,0.06802378313010178
1561,2011-07-26,nyt,ADP,0.06857805099264336
1562,2011-07-26,nyt,ADJ,0.06767106721757533
1563,2011-07-26,nyt,PROPN,0.06867882696765092
1564,2011-07-26,nyt,SCONJ,0.06837649904262824
1565,2011-07-26,nyt,PART,0.06827572306762068
1566,2011-07-26,nyt,SYM,0.050488763478786655
1567,2011-07-26,nyt,ADV,0.0682253350801169
1568,2011-07-26,wsj,PRON,0.06702845409210913
1569,2011-07-26,wsj,NUM,0.06746846582575536
1570,2011-07-26,wsj,DET,0.06722401486261856
1571,2011-07-26,wsj,VERB,0.06751735601838271
1572,2011-07-26,wsj,AUX,0.06707734428473648
1573,2011-07-26,wsj,PUNCT,0.06781069717414687
1574,2011-07-26,wsj,CCONJ,0.06429060330497702
1575,2011-07-26,wsj,INTJ,0.0
1576,2011-07-26,wsj,NOUN,0.06737068544050064
1577,2011-07-26,wsj,ADP,0.06766402659626479
1578,2011-07-26,wsj,ADJ,0.06732179524787328
1579,2011-07-26,wsj,PROPN,0.06771291678889214
1580,2011-07-26,wsj,SCONJ,0.06673511293634497
1581,2011-07-26,wsj,PART,0.06556174831328836
1582,2011-07-26,wsj,SYM,0.061601642710472276
1583,2011-07-26,wsj,ADV,0.06761513640363744
1584,2011-09-09,oba,PRON,0.06481206200891909
1585,2011-09-09,oba,NUM,0.06318397395059107
1586,2011-09-09,oba,DET,0.0648828484462377
1587,2011-09-09,oba,VERB,0.06486869115877397
1588,2011-09-09,oba,AUX,0.06423161322290649
1589,2011-09-09,oba,PUNCT,0.06495363488355631
1590,2011-09-09,oba,CCONJ,0.06484037658384653
1591,2011-09-09,oba,INTJ,0.05229701989098889
