05/01/2016,President Obama announces an executive order on gun control that would require purchased guns to undergo background checks.[1]
07/01/2016,"President Obama participates in a town hall meeting regarding gun control entitled Guns in America at the George Mason University in Fairfax, Virginia, organized by CNN and moderated by Anderson Cooper.[2]"
12/01/2016,President Obama delivers his final State of the Union Address before a joint session of Congress.[3][4]
15/01/2016,"President Obama holds a live interview with YouTube personalities Adande Thorne, Destin Sandlin and Ingrid Nilsen.[5]"
16/01/2016,President Obama signs an executive order lifting some of the economic sanctions on Iran.[6]
17/01/2016,President Obama delivers a statement on the Iran nuclear deal framework and the release of four Iranian-American prisoners from Iran through prisoner exchange.[7][8]
19/01/2016,President Obama holds a bilateral meeting with Prime Minister Malcolm Turnbull of Australia discussing the military intervention against ISIL.[9]
20/01/2016,President Obama visits Detroit's auto show.[10]
27/01/2016,President Obama meets with Democratic presidential candidate Bernie Sanders in the Oval Office.[11]
03/02/2016,"President Obama visits the Islamic society at a mosque in Baltimore, marking his first visit to a mosque in the United States.[12]"
04/02/2016,"President Obama holds a bilateral meeting and a press conference with President Juan Manuel Santos of Colombia, where Obama announced a $450 million plan to fund Plan Colombia.[13]"
04/02/2016,"President Obama honors the 2015 NBA champion, the Golden State Warriors, at the East Room of the White House.[14]"
08/02/2016,President Obama holds a bilateral meeting with President Sergio Mattarella of Italy.
09/02/2016,President Obama releases his final budget proposal for the fiscal year 2017.
10/02/2016,"President Obama addresses the Illinois General Assembly in the State Capital Building in Springfield, Il and spoke about political gridlock.[15]"
13/02/2016,President Obama issues a statement on the passing of Supreme court Justice Antonin Scalia[16]
15/02/2016,"President Obama hosts the first special U.S.-ASEAN Leaders Summit, participating with the leaders of the Association of Southeast Asian Nations at the Sunnylands estate in Rancho Mirage, California.[17]"
18/02/2016,President Obama welcomes the Stanley Cup winning Chicago Blackhawks to the White House.[18]
23/02/2016,"President Obama unveils his plan to close the Guantanamo Bay detention camp in Caimanera, Cuba.[19]"
24/02/2016,"President Obama holds a bilateral meeting with King Abdullah of Jordan to discuss ISIS, the Syrian war and refugees and the reducing of tensions in the Middle East.[20]"
24/02/2016,President Obama signs H.R. 1428 – Judicial Redress Act of 2015 and H.R. 644 – Trade Facilitation and Trade Enforcement Act of 2015 into law.[citation needed]
29/02/2016,President Obama awards a Medal of Honor to SEAL Team Six member Edward Byers for rescuing an American doctor from the Taliban in Afghanistan in December 2012.[21]
10/03/2016,The President welcomes Canadian Prime Minister Justin Trudeau to the White House for a state visit.
10/03/2016,The Obamas host a state dinner at the White House for Canadian Prime Minister Justin Trudeau.
15/03/2016,"President Obama holds a bilateral meeting with Taoiseach of Ireland, Enda Kenny."
16/03/2016,President Obama announces Merrick Garland as his nomination to replace the late Antonin Scalia as an Associate Justice of the U.S. Supreme Court.[22]
20/03/2016,"The President and the First Family travel to Havana, Cuba, to underscore the thaw in Cuba–United States relations following a 54-year rift; Obama is the first sitting U.S. president to visit the country since Calvin Coolidge in 1928.[23]"
21/03/2016,President Obama holds a bilateral meeting and a joint press conference with President Raúl Castro of Cuba at the Palace of the Revolution in Havana.[24]
22/03/2016,"President Obama addresses the Cuban people on national television from the Gran Teatro de La Habana in Havana,[25] where he also delivered a statement on the Brussels bombings.[26]"
22/03/2016,The Obamas and President Castro attend an exhibition baseball game between the Tampa Bay Rays and the Cuba national baseball team at Havana's Estadio Latinoamericano to highlight the two countries' cultural relations. The Rays won the game 4–1.[27]
23/03/2016,"President Obama holds a bilateral meeting and a joint press conference with President Mauricio Macri of Argentina at Casa Rosada during a visit to Buenos Aires to discuss improving Argentina–United States relations, following tension in trade and investment between the two countries under Néstor and Cristina Fernández de Kirchner's administrations.[28]"
31/03/2016,"President Obama hosts the 2016 Nuclear Security Summit at the Walter E. Washington Convention Center in Washington, D.C., participating with 58 leaders and representatives from around the world to lay out a system of global security against nuclear warfare.[29]"
31/03/2016,"On the sidelines of the Nuclear Security Summit, President Obama holds a trilateral meeting with Prime Minister Shinzō Abe of Japan and President Park Geun-hye of South Korea to discuss trilateral cooperation amid North Korea's nuclear program.[30]"
31/03/2016,"President Obama holds a bilateral meeting with President Xi Jinping of China to discuss ""global nuclear security cooperation"" amid North Korea's nuclear program, as well as ""constructive"" cooperation regarding the territorial disputes in the South China Sea.[31]"
04/04/2016,"President Obama meets with NATO Secretary General Anders Fogh Rasmussen to discuss the alliance's involvement in the military intervention against ISIL (particularly in Libya) and the War in Afghanistan, as well as the Syrian refugee crisis.[32]"
14/04/2016,President Obama and Vice President Biden meet with Prime Minister of Albania Edi Rama in the Oval Office.[33]
20/04/2016,"President Obama holds a bilateral meeting with King Salman of Saudi Arabia in Riyadh to discuss joint action against the nuclear program of Iran and the Islamic State of Iraq and the Levant, the Syrian and Yemeni crises, as well as to resolve the issue of human rights.[34][35]"
