date,title,url
2015-02-05,Speech at the 63rd National Prayer Breakfast,./Data/barackobama2015prayerbreakfast.txt
2015-02-11,On Force Authorization Request Against ISIL,./Data/barackobamaISILforceauthorization.txt
2015-02-13,Stanford University Cybersecurity Summit Address,./Data/barackobamastanfordcybersecurity.txt
2015-02-18,Countering Violent Religious Extremism Summit,./Data/barackobamaviolentreligiousextremism.txt
2015-03-03,On Iran and Netanyahu's Speech to Congress,./Data/barackobamairanpmnetanyahucongressspeech.txt
2015-03-07,Selma March 50-Year Anniversary Address,./Data/barackobamaselma50anniversarymarch.txt
2015-03-10,Student Aid Bill of Rights Announcement,./Data/barackobamastudentaidbillofrights.txt
2015-03-30,Edward M. Kennedy Institute Dedication Speech,./Data/barackobamatedkennedyinstitutededication.txt
2015-04-02,Statement on Iran Nuclear Agreement,./Data/barackobamairannuclearagreement.txt
2015-04-09,Young Leaders Town Hall in Jamaica,./Data/barackobamaYLAIJamaica.txt
2015-04-10,Civil Society Forum Address in Panama,./Data/barackobamacivilsocietyforum.txt
2015-04-11,Press Conference Following Summit of the Americas,./Data/barackobamapanamapostpresser.txt
2015-04-11,Summit of the Americas First Plenary Session,./Data/barackobamasummitamericasplenarysession.txt
2015-04-23,On Hostages Warren Weinstein and Giovanni Lo Porto,./Data/barackobamahostagedronedeaths.txt
2015-04-25,White House Correspondents Dinner Speech,./Data/barackobamawhitehousecorrespondentsdinner2015.txt
2015-05-08,Transpacific Trade Pact Speech at Nike HQ,./Data/barackobamatradenike.txt
2015-05-22,National Jewish American Heritage Month Address,./Data/barackobamaadasisraelcongregation.txt
2015-06-01,Southeast Asian Youth Imitative Fellows Address,./Data/barackobamaYSEALIWashingtonDC.txt
2015-06-06,Eulogy for Beau Biden III,./Data/barackobamabeaubideneulogy.txt
2015-06-08,Post G7 Conference Presser,./Data/barackobamaG7conference2015.txt
2015-06-17,Loretta Lynch Investiture Ceremony Address,./Data/barackobamalorettalynchinvestiture.txt
2015-06-18,On the Charleston Emanuel AME Church Shooting,./Data/barackobamasouthcarolinashooting.txt
2015-06-19,U.S. Conference of Mayors Address,./Data/barackobamamayorsconference2015.txt
2015-06-24,Hostage Policy Review Statement,./Data/barackobamahostagepolicyreview.txt
2015-06-25,On the USSC Ruling on the Affordable Care Act,./Data/barackobamaaffordablecareactUSSC.txt
2015-06-26,Eulogy for Revered Clementa C. Pinckney,./Data/barackobamaclementapinckneyeulogy.txt
2015-07-06,Pentagon Address on Defeating the Islamic State,./Data/barackobamaisilprogresspentagon.txt
2015-07-13,Address at White House Aging Conference,./Data/barackobamaagingconference.txt
2015-07-14,NAACP Convention Address,./Data/barackobamanaacp2015.txt
2015-07-14,Iran Nuclear Accord Agreement Announcement,./Data/barackobamairannucleardealfinal.txt
2015-07-15,Post Iran Nuclear Accord Agreement Press Conference,./Data/barackobamairannuclearaccordfinalpresser.txt
2015-07-26,Kenya Civil Society Meeting,./Data/barackobamakenyacivilsociety.txt
2015-07-26,Address to the People of Kenya,./Data/barackobamakenyapeople.txt
2015-07-28,Address to African Continent Representatives,./Data/barackobamaafricancontinentreps.txt
2015-08-03,Clean Power Plan Announcement,./Data/barackobamacleanpowerplan.txt
2015-08-05,Iran Nuclear Deal Address at American University,./Data/barackobamairanamericanuniversity.txt
2015-08-27,On Hurricane Katrina & 10-Year Aftermath,./Data/barackobamakatrinahurricane10years.txt
2015-09-11,Worldwide Troop Talk at Fort Meade,./Data/barackobamaworldwidetrooptalk.txt
2015-09-19,Congressional Black Caucus Awards Dinner Address,./Data/barackobamacongressionalblackcaucus2015.txt
2015-09-23,Pope Francis White House Welcome Address,./Data/barackobamapopefranciswhitehousewelcome.txt
2015-09-25,Joint Press Conference with President Xi Jinping,./Data/barackobamaxijinpingrosegardenpresser2015.txt
2015-09-25,Gen. Martin Dempsey Retirement Ceremony Address,./Data/barackobamamartindempseyretirement.txt
2015-09-28,United Nations 70th Session General Assembly Speech,./Data/barackobamaunitednations70.txt
2015-10-01,On Umpqua Community College Mass Shooting,./Data/barackobamaumpquashootings.txt
2015-10-02,Presser on Education Secretary Change,./Data/barackobamapressconference10-02-15.txt
2015-10-15,Afghanistan Statement,./Data/barackobamaafghanistanstatement.txt
2015-10-21,Community Forum Address on Prescription Drug Abuse,./Data/barackobamawestvirginiacommunityforum.txt
2015-11-13,Statement on the Paris Terrorist Attacks,./Data/barackobamaparisterrorattacks.txt
2015-11-13,Message to the People of Burundi,./Data/barackobamaburundipeoplemessage.txt
2015-11-16,"G-20 Press Conference in Antalya, Turkey",./Data/barackobamaturkeypresser.txt
2015-11-21,ASEAN Business and Investment Summit Address,./Data/barackobamaASEAN2015.txt
2015-11-22,Malaysia Press Conference,./Data/barackobamamalaysiapresser2015.txt
2015-11-24,Joint Press Conference with Francois Hollande,./Data/barackobamafrancoishollandpresser.txt
2015-11-30,"COP21, Session 1 Address",./Data/barackobamacop21.txt
2015-12-01,Paris Press Conference,./Data/barackobamaparispressconference.txt
2015-12-06,On Foreign and Domestic Strategies Against Terrorism,./Data/barackobamaforeigndomesticterrorismresponseovaloffice.txt
2015-12-09,113th Amendment 150-Year Anniversary Speech,./Data/barackobama13thamendment150anniversary.txt
2015-12-10,Every Child Succeeds Act Signing Address,./Data/barackobamaeverystudentsucceeds.txt
2015-12-12,Statement on Paris Climate Agreement,./Data/barackobamaparisclimateagreement.txt
2015-12-14,Counter ISIL Campaign Update,./Data/barackobamacounterISILupdate12-14-15.txt
2015-12-15,Naturalization Ceremony Speech at the Natl. Archives,./Data/barackobamanaturalizationnationalarchives.txt
2015-12-17,Address at the National Counterterrorism Center,./Data/barackobamanationalcounterterrorismcenter.txt
2015-12-18,End of Year Press Conference,./Data/barackobamafinal2015presser.txt
2016-01-01,Weekly Address on Making Children's Safety,./Data/barackobamaweekly1-1-16.txt
2016-01-05,Speech Detailing Steps to Reduce Gun Violence,./Data/barackobamagunviolencereduction.txt
2016-01-07,Remarks at CNN Town Hall on Guns in America,./Data/barackobamagunsinamericancnntownhall.txt
2016-01-17,On Lifting Iran Sanctions and U.S. Detainee Releases,./Data/barackobamairansanctionslifted.txt
2016-01-27,Righteous Among Nations Award Ceremony Address,./Data/barackobamarighteousamongnationsceremony.txt
2016-02-03,Islamic Society of Baltimore Speech,./Data/barackobamaislamicsocietybaltimore.txt
2016-02-04,Speech at the 64th National Prayer Breakfast,./Data/barackobama2016prayerbreakfast.txt
2016-02-04,Honoring Golden State Warriors 2015 NBA Champs,./Data/barackobamagoldenstatewarriors.txt
2016-02-10,Address to the Illinois General Assembly,./Data/barackobamailliinoisgeneralassembly.txt
2016-02-13,Address on the Passing of USSC Justice Antonin Scalia,./Data/barackobamaantoninscaliapassing.txt
2016-02-16,U.S-ASEAN Summit Press Conference,./Data/barackobamaASEANpresser.txt
2016-02-20,Weekly Address - A New Chapter with Cuba,./Data/barackobamaweeklyaddresscubanewchapter.txt
2016-02-23,On Closing Guantanamo Bay Detention Facility,./Data/barackobamaguantanamobayclosing.txt
2016-02-25,Update on Progress to Degrade and Destroy ISIL,./Data/barackobamaISILupdate.txt
2016-02-26,Recovery and Reinvestment Act Seventh Anniversary,./Data/barackobamarecoveryandreinvestmentact.txt
2016-03-11,South by Southwest Interactive Remarks,./Data/barackobamasxsw.txt
2016-03-16,Merrick Garland USSC Nomination Address,./Data/barackobamamerrickgarlandnomination.txt
2016-03-21,Joint Press Conference with President Raul Castro,./Data/barackobamaraulcastropresser.txt
2016-03-21,Address and Q&A at a Cuba Entrepreneurs Event,./Data/barackobamacubaentrepreneurs.txt
2016-03-22,Address to the People of Cuba,./Data/barackobamacubapeoplespeech.txt
2016-03-23,Young Leaders Town Hall in Argentina,./Data/barackobamaYLAIArgentina.txt
2016-03-26,Discussion with Davis Simon on The Wire,./Data/barackobamadavidsimonthewire.txt
2016-04-01,Nuclear Security Summit Press Conference,./Data/barackobamanuclearsummitpresser.txt
2016-04-07,Conversation at the University. of Chicago Law School,./Data/barackobamausscconversation.txt
2016-04-21,Press Conference in Saudi Arabia,./Data/barackobamasaudiarabiapresser.txt
2016-04-23,Young Leaders Town Hall in the United Kingdom,./Data/barackobamalondontownhall.txt
2016-04-25,Address in Hannover to the Peoples of Europe,./Data/barackobamaeuropehanover.txt
2016-04-30,White House Correspondents Dinner Speech,./Data/barackobamawhitehousecorrespondentsdinner2016.txt
2016-05-04,"Flint, Michigan Community Speech",./Data/barackobamaflintmichigancommunity.txt
2016-05-07,Howard University Commencement Address,./Data/barackobamahowarduniversitycommencement.txt
2016-05-14,Weekly Address on Opioid Addiction with Macklemore,./Data/barackobamaweeklyaddictionmacklemore.txt
2016-05-24,Address to the People of Vietnam,./Data/barackobamanationalconventioncentervietnam.txt
2016-05-24,Address on Entrepreneurship at Dreamplex in Vietnam,./Data/barackobamavietnambusinessdevelopment.txt
2016-05-25,Young Leaders Town Hall in Vietnam,./Data/barackobamaYSEALIVietnam.txt
2016-05-25,Press Conference with Prime Minister Shinzo Abe,./Data/barackobamashinzoabepresser.txt
2016-05-26,Post G7 Conference Presser,./Data/barackobamajapanpostG7presser.txt
2016-05-27,Address at the Hiroshima Peace Memorial,./Data/barackobamahiroshimaspeech.txt
2016-06-02,U.S. Air Force Academy Commencement Address,./Data/barackobamaairforceacademycommencement.txt
2016-06-09,Presidential Endorsement of Hillary Clinton,./Data/barackobamahillaryclintonpresidentialendorsement.txt
2016-06-12,"Statement on the Shootings in Orlando, Florida",./Data/barackobamaorlandoshootings.txt
2016-06-14,Counter-ISIL Meeting Update Briefing,./Data/barackobamaISILcounter.txt
2016-06-14,United State of Women White House Summit Address,./Data/barackobamaunitedstateofwomensummit.txt
2016-06-16,"Address to the Community of Orlando, Florida",./Data/barackobamaorlandocommunitystmt.txt
2016-06-23,Remarks on USSC Ruling in U.S. vs. Texas,./Data/barackobamausvstexasimmigration.txt
2016-06-29,Speech to the Parliament of Canada,./Data/barackobamaparliamentofcanadaspeech.txt
2016-07-09,Press Conference Following 2016 NATO Summit,./Data/barackobamapostnatopresser2016.txt
2016-07-12,Dallas Police Memorial Address,./Data/barackobamadallaspolicememorial.txt
2016-08-04,Post Security Council Pentagon Press Conference,./Data/barackobamaisilpressconference.txt
2016-08-23,Baton Rouge Flooding Press Statement,./Data/barackobamabatonrougeflooding.txt
2016-09-05,Press Conference Following G-20 Summit,./Data/barackobamag20chinapresser.txt
2016-09-06,Address to the People of Laos,./Data/barackobamalaospeople.txt
2016-09-06,Post ASEAN Press Conference,./Data/barackobamapostASEANpresser.txt
2016-09-11,9/11 Memorial Address,./Data/barackobama91115years.txt
2016-09-19,On the Explosions in New York and New Jersey,./Data/barackobamanewyorkandnewjerseyexplosions.txt
2016-09-20,United Nations 71st Session General Assembly Speech,./Data/barackobamaunitednations71.txt
2016-09-24,National African-American History Museum Dedication,./Data/barackobamaafricanamericanhistorymuseum.txt
2016-09-30,Shimon Peres Memorial Service Address,./Data/barackobamashimonperesmemorial.txt
2016-11-09,Remarks on the U.S. Presidential Election Outcome,./Data/barackobama2016presidentialelectionoutcome.txt
2016-11-10,First Meeting with President-Elect Donald Trump,./Data/barackobamadonaldtrumpmeeting.txt
2016-11-14,Post Presidential Election Press Conference,./Data/barackobamapostelectionpresser.txt
2016-11-16,Address to the People of Greece,./Data/barackobamagreecepeople.txt
2016-11-17,Joint Presser with Chancellor Angela Merkel,./Data/barackobamaangelamerkelpresser2016.txt
2016-11-20,Young Leaders of the Americas Initiative Speech/Q&A,./Data/barackobamaYLAI2016.txt
2016-11-20,Press Conference in Peru,./Data/barackobamaperupressconference.txt
2016-12-04,Kennedy Center Honors Reception Address,./Data/barackobamakennedycenter2016.txt
2016-12-06,On the Administration's Approach to Counterterrorism,./Data/barackobamacounterterrorismapproach2016.txt
2016-12-16,Final Presidential Press Conference of Year,./Data/barackobamafinalpresidentialpressconference.txt
2016-12-27,Address at Pearl Harbor,./Data/barackobamapearlharbor.txt
2016-12-04,Farewell Address to the U.S. Armed Forces,./Data/barackobamafarwellarmedforces.txt
2017-01-06,VOX Live Interview at the Blair House,./Data/barackobamaVOXinterview.txt
2017-01-10,Presidential Farewell Address,./Data/barackobamafarewelladdress.txt
2017-01-12,Joe Biden Medal of Freedom Presentation Address,./Data/barackobamajoebidenmedaloffreedom.txt
2017-01-14,Final Presidential Weekly Address,./Data/barackobamafinalweeklyaddress.txt
2017-01-16,MLB World Series Champion Chicago Cubs WH Visit,./Data/barackobamachicagocubsMLBchamps.txt
2017-01-18,Final Presidential Press Conference,./Data/barackobamafinalpressconference.txt
2017-01-20,Farewell Remarks at Andrews to Staff and Supporters,./Data/barackobamafarewelltostaffandrewsaft.txt
2010-01-27,First State of the Union Address,./Data/stateoftheunion2010.txt
2011-01-26,Second State of the Union Address,./Data/stateoftheunion2011.txt
2012-01-25,Third State of the Union Address,./Data/stateoftheunion2012.txt
2013-02-13,Fourth State of the Union Address,./Data/stateoftheunion2013.txt
2014-01-29,Fifth State of the Union Address,./Data/stateoftheunion2014.txt
2015-01-21,Sixth State of the Union Address,./Data/stateoftheunion2015.txt
2016-01-13,Seventh State of the Union Address,./Data/stateoftheunion2016.txt
